year,st_fips,abbrev,name,opioid_type,obs_rate_nhb,obs_rate_nhw,obs_var_nhb,obs_var_nhw,deaths_nhb,deaths_nhw,obs_se_nhb,obs_se_nhw,opioid_cat,obs_rr,obs_rd,obs_rr_se,obs_rd_se,obs_rr_lower,obs_rr_upper,obs_rd_lower,obs_rd_upper,obs_rr_sig,obs_rd_sig
2018,06,CA,California,natural,2.372550411423853,3.7651440424653186,0.09125967715088261,0.024811080432905055,65,642,0.3020921666493234,0.1575153339611895,Natural and semi-synthetic opioids,0.6301353639236518,-1.3925936310414655,0.017962605936339342,0.3406915871925629,0.5949286562884266,0.6653420715588769,-2.0603491419388886,-0.7248381201440423,1,1
2019,06,CA,California,natural,2.6697452084410966,3.7767820665154144,0.10970223289397135,0.025269693512848704,69,637,0.3312132740304521,0.1589644410327313,Natural and semi-synthetic opioids,0.7068835748058645,-1.1070368580743177,0.017162879927626745,0.3673852561097411,0.6732443301477161,0.7405228194640129,-1.8271119600494101,-0.38696175609922523,1,1
1999,06,CA,California,opioid,5.378744119233707,5.3160974907158565,0.25775948849320307,0.03086468487160604,114,923,0.5077001954827308,0.1756834792221683,All opioids,1.0117843264965056,0.06264662851785019,0.01000162510046383,0.5372375390502875,0.9921811412995966,1.0313875116934148,-0.9903389480207132,1.1156322050564136,0,0
2000,06,CA,California,opioid,3.344727189548721,3.8710129279134553,0.15516576713324726,0.022426259570622734,73,676,0.39391086191325986,0.14975399684356586,All opioids,0.8640444379377437,-0.5262857383647344,0.015366544153052473,0.4214166901107146,0.8339260113977608,0.8941628644777265,-1.352262450981735,0.2996909742522662,1,1
2001,06,CA,California,opioid,2.2241274618145375,1.967250474642721,0.1042864834681388,0.011385930606788172,48,344,0.3229341782285344,0.1067048762090476,All opioids,1.1305766553282792,0.2568769871718164,0.024023892380391258,0.3401064746148285,1.0834898262627124,1.177663484393846,-0.40973170307324747,0.9234856774168803,1,1
2002,06,CA,California,opioid,5.025117824042793,5.645762669306083,0.22228670236484263,0.032666726208095194,114,992,0.4714729073497677,0.18073938753933852,All opioids,0.8900689097971642,-0.62064484526329,0.009827653210970221,0.5049291322284126,0.8708067095036626,0.9093311100906659,-1.6103059444309786,0.36901625390439874,1,1
2003,06,CA,California,opioid,4.1291236411920895,5.511336012044542,0.1799767590311115,0.03228929222253761,95,962,0.4242366780832505,0.17969221525301982,All opioids,0.749205570512894,-1.3822123708524527,0.011619058983204495,0.4607233999414932,0.7264322149058132,0.7719789261199749,-2.2852302347377793,-0.47919450696712607,1,1
2004,06,CA,California,opioid,4.037821031475936,5.822412742860083,0.17394630364760685,0.03445342618597468,94,1011,0.41706870374988203,0.18561634137643884,All opioids,0.6934961861691171,-1.784591711384147,0.011685245651711834,0.4565081925152949,0.6705931046917619,0.7163992676464723,-2.679347768714125,-0.889835654054169,1,1
2005,06,CA,California,opioid,4.575033979151642,5.657074051514149,0.1973501162831661,0.03382630999580358,107,980,0.44424105650329765,0.18391930294507855,All opioids,0.8087279638715542,-1.0820400723625072,0.010485623199904965,0.48080809714372497,0.7881761423997404,0.829279785343368,-2.024423942764208,-0.1396562019608063,1,1
2006,06,CA,California,opioid,3.608718975391432,6.301385657639163,0.1541527218646788,0.03789430479426154,86,1094,0.3926228748617161,0.19466459563634458,All opioids,0.5726865758512314,-2.692666682247731,0.012791430442874136,0.4382317043059987,0.5476153721831981,0.5977577795192647,-3.5516008226874884,-1.8337325418079737,1,1
2007,06,CA,California,opioid,3.638491744948368,7.102652019244711,0.1525956057044953,0.043494237806504216,88,1220,0.3906348751769295,0.20855272188706675,All opioids,0.5122722801412537,-3.4641602742963427,0.012388712891619507,0.4428203287011557,0.48799040287367945,0.536554157408828,-4.332088118550608,-2.5962324300420776,1,1
2008,06,CA,California,opioid,4.146158718900158,7.831738153839925,0.1736915109314175,0.04894661277894436,101,1326,0.4167631352836015,0.2212388139069281,All opioids,0.5294046656638135,-3.6855794349397675,0.01090185296853663,0.4718454447277857,0.5080370338454817,0.5507722974821453,-4.610396506606228,-2.7607623632733076,1,1
2009,06,CA,California,opioid,4.778051322406393,8.613593402002655,0.19421324626449205,0.05481194558709539,120,1445,0.4406963197764329,0.23411951133362505,All opioids,0.5547105719310478,-3.8355420795962623,0.009245780845803384,0.49902423974350923,0.5365888414732731,0.5728323023888224,-4.813629589493541,-2.857454569698984,1,1
2010,06,CA,California,opioid,5.117836731228963,8.589443802491889,0.20762867864926615,0.055096296334364595,130,1442,0.4556629002335676,0.23472600268049681,All opioids,0.5958286530431952,-3.471607071262926,0.008673882111652681,0.512567044379202,0.578827844104356,0.6128294619820345,-4.476238478246161,-2.46697566427969,1,1
2011,06,CA,California,opioid,4.670823250685559,8.61038700095782,0.18566206609939997,0.05619494380019785,121,1429,0.4308852122078454,0.23705472743693143,All opioids,0.5424637998461598,-3.939563750272261,0.009268102103237605,0.4917895992186067,0.524298319723814,0.5606292799685055,-4.90347136474073,-2.9756561358037916,1,1
2012,06,CA,California,opioid,3.75815850177763,7.4517340779363055,0.15519198578359353,0.0480148810515988,95,1256,0.39394414043566317,0.21912298156879573,All opioids,0.5043334158830343,-3.6935755761586755,0.011852702931746971,0.45078472338267217,0.4811021181368102,0.5275647136292583,-4.577113633988713,-2.810037518328638,1,1
2013,06,CA,California,opioid,4.837079670954207,8.181803686302967,0.19041922875901798,0.053432242369071924,127,1373,0.43637051774726715,0.23115415282679203,All opioids,0.591199673863098,-3.34472401534876,0.008936687290771692,0.49381319456661943,0.5736837667731856,0.6087155809530105,-4.312597876699334,-2.376850153998186,1,1
2014,06,CA,California,opioid,5.095474947210093,8.386013832029139,0.19989029555058418,0.054497889079580183,135,1421,0.4470909253726631,0.23344782945998915,All opioids,0.6076158529274874,-3.290538884819046,0.008473728952955914,0.5043690956335096,0.5910073441796938,0.6242243616752811,-4.279102312260725,-2.3019754573773676,1,1
2015,06,CA,California,opioid,4.898554254028808,8.479905147704407,0.20045548562962634,0.05579583926210527,126,1427,0.4477225543007928,0.23621142915215865,All opioids,0.5776661612016845,-3.5813508936755998,0.009129687195886053,0.5062127269159988,0.5597719742977478,0.5955603481056211,-4.573527838430957,-2.589173948920242,1,1
2016,06,CA,California,opioid,5.168720192504845,8.299808527744297,0.20586840766396902,0.05475875642841681,137,1397,0.4537272392792492,0.2340058897301878,All opioids,0.6227517388174723,-3.1310883352394514,0.008500814205986041,0.5105165659333553,0.6060901429737396,0.6394133346612049,-4.131700804468828,-2.130475866010075,1,1
2017,06,CA,California,opioid,5.559731550264372,8.806349940578457,0.22192236862254894,0.059497613733253116,147,1444,0.4710863706609956,0.2439213269340201,All opioids,0.6313321169132615,-3.246618390314085,0.007946685713009407,0.5304903225844955,0.6157566129157631,0.6469076209107599,-4.286379422579696,-2.206857358048474,1,1
2018,06,CA,California,opioid,7.241934985683606,9.561995450811123,0.2865641122283161,0.06618549510082261,195,1518,0.5353168334998594,0.25726541761539307,All opioids,0.7573664956166957,-2.3200604651275167,0.006187902117936377,0.5939272744445558,0.7452382074655404,0.769494783767851,-3.484157923038846,-1.1559630072161873,1,1
2019,06,CA,California,opioid,11.610838882809858,12.229521003301608,0.4711645540470955,0.08716165078954242,301,1878,0.6864142729045598,0.2952315206571656,All opioids,0.949410764303465,-0.6186821204917496,0.004077768351163782,0.747212289002689,0.9414183383351841,0.957403190271746,-2.08321820693702,0.8458539659535207,1,1
1999,06,CA,California,poly_opioid,1.6376920342227472,1.1631145291503953,0.08044536741681477,0.006877782623817289,34,199,0.2836289255643979,0.08293239791430904,Multiple opioids,1.408023021962429,0.47457750507235197,0.03507812641466906,0.295504906965404,1.3392698941896777,1.4767761497351803,-0.10461211257983982,1.0537671227245438,1,1
2000,06,CA,California,poly_opioid,1.3770251171424495,0.7885769034745322,0.06641980860368878,0.00462354544971134,29,136,0.25772040781375616,0.06799665763632312,Multiple opioids,1.7462153799777393,0.5884482136679172,0.04246298706272016,0.2665395919059683,1.6629879253348079,1.8294428346206708,0.06603061353221928,1.1108658138036152,1,1
2001,06,CA,California,poly_opioid,1.038987652358569,0.4459586582073047,0.04987858293456464,0.0026174697136595914,22,77,0.2233351359158801,0.05116121298072976,Multiple opioids,2.329784685726617,0.5930289941512643,0.05936657216516299,0.22912017075810728,2.2134262042828974,2.4461431671703364,0.14395345946537402,1.0421045288371547,1,1
2002,06,CA,California,poly_opioid,1.7182853940436298,0.9310230477216066,0.07800708056219424,0.005479544686621927,38,161,0.2792974768274756,0.07402394671065524,Multiple opioids,1.8455884612616265,0.7872623463220232,0.03274219618241436,0.2889405219916656,1.7814137567440942,1.9097631657791587,0.22093892321835862,1.3535857694256879,1,1
2003,06,CA,California,poly_opioid,0.56570991091487,0.8093313493279906,0.024712359011951786,0.00475123870263595,13,141,0.1572016507927057,0.06892922966808747,Multiple opioids,0.6989843052349252,-0.24362143841312056,0.08447304551082299,0.17164963651166798,0.5334171360337121,0.8645514744361382,-0.5800547259759898,0.09281184914974866,1,1
2004,06,CA,California,poly_opioid,0.700171251746073,0.7424604059086425,0.030730780827420427,0.0044241473425690415,16,128,0.17530197040370205,0.06651426420377092,Multiple opioids,0.9430418729052428,-0.04228915416256951,0.07071090537618509,0.18749647508683856,0.80444849836792,1.0816352474425655,-0.4097822453327731,0.32520393700763406,0,0
2005,06,CA,California,poly_opioid,1.130645903590729,0.7101637277199254,0.05007621884709101,0.00426828278403211,26,122,0.22377716337260825,0.06533209612458574,Multiple opioids,1.5920918788978666,0.4204821758708036,0.04763546184656044,0.2331190717876234,1.498726373678608,1.6854573841171252,-0.03643120483293821,0.8773955565745455,1,1
2006,06,CA,California,poly_opioid,0.6017806797048011,0.9977050865833483,0.024240985096684643,0.006029392575153889,15,172,0.15569516722327845,0.0776491633899161,Multiple opioids,0.6031648909053932,-0.39592440687854724,0.07299532404305117,0.17398384313446616,0.46009405578101287,0.7462357260297734,-0.7369327394221009,-0.05491607433499357,1,1
2007,06,CA,California,poly_opioid,0.5724420345327691,0.8950443563488398,0.023583636545154454,0.005432644364072031,14,154,0.153569647213095,0.07370647437011237,Multiple opioids,0.639568341470735,-0.32260232181607074,0.07875082013532374,0.1703416593474024,0.4852167340055005,0.7939199489359696,-0.6564719741369794,0.011267330504837969,1,1
2008,06,CA,California,poly_opioid,0.653382770726592,1.2266550066679474,0.02527979464653792,0.007682902729826647,17,207,0.15899620953512672,0.08765216899670338,Multiple opioids,0.5326540609828214,-0.5732722359413553,0.06432187559444397,0.18155632012233716,0.4065831848177113,0.6587249371479316,-0.9291226233811362,-0.21742184850157453,1,1
2009,06,CA,California,poly_opioid,0.820307359482891,1.3132464985607422,0.03487990411074922,0.008635888621474618,20,212,0.18676162376341993,0.09292948198217085,Multiple opioids,0.6246408122023628,-0.49293913907785114,0.05684230218877418,0.2086043928881265,0.5132298999123655,0.7360517244923601,-0.9018037491385791,-0.08407452901712326,1,1
2010,06,CA,California,poly_opioid,0.6633976787498075,1.159301170471369,0.026570240591787243,0.007576440567155387,17,190,0.16300380545185822,0.08704275137629432,Multiple opioids,0.5722392900544314,-0.49590349172156145,0.06601099190563516,0.18478820622253636,0.44285774591938654,0.7016208341894763,-0.8580883759177327,-0.13371860752539017,1,1
2011,06,CA,California,poly_opioid,0.936459352370719,1.4199127497014847,0.035995550982089695,0.009302547938653885,25,233,0.18972493505622737,0.09644971715175678,Multiple opioids,0.6595189405599713,-0.48345339733076576,0.045660022277172446,0.2128335004663119,0.5700252968967133,0.7490125842232292,-0.900607058244737,-0.06629973641679449,1,1
2012,06,CA,California,poly_opioid,0.5876335735438087,1.0711034126251389,0.023861738191165445,0.007007626272588046,15,179,0.15447245123699385,0.08371156594275397,Multiple opioids,0.5486244993875925,-0.4834698390813301,0.07520985077664895,0.17569679696498025,0.40121319186536053,0.6960358069098245,-0.8278355611326914,-0.13910411702996883,1,1
2013,06,CA,California,poly_opioid,0.7849199719791762,1.1240669970868282,0.03221685358289827,0.0074261361327033,20,187,0.17949053897879483,0.08617503195649712,Multiple opioids,0.6982857552204651,-0.33914702510765204,0.05816896104095881,0.19910547384640526,0.5842745915801858,0.8122969188607444,-0.7293937538466063,0.05109970363130223,1,1
2014,06,CA,California,poly_opioid,0.8941492371474418,1.0837537840093017,0.03605867534187174,0.007000283086621961,23,184,0.18989121975981865,0.08366769440245118,Multiple opioids,0.8250483184839034,-0.1896045468618599,0.051061482409645934,0.2075065262310892,0.7249678129609973,0.9251288240068094,-0.5963173382747947,0.2171082445510749,1,1
2015,06,CA,California,poly_opioid,0.7226198647516823,1.097270278653244,0.02751541664372953,0.007242851187623596,20,183,0.16587771593474973,0.08510494220445483,Multiple opioids,0.6585614126344549,-0.37465041390156173,0.0587090564227382,0.18643569355505163,0.5434916620458881,0.7736311632230217,-0.740064373269463,-0.009236454533660565,1,1
2016,06,CA,California,poly_opioid,1.0157323813695234,1.2417608328196288,0.03884808478620149,0.008322409610487538,28,205,0.19709917500132132,0.09122724160297481,Multiple opioids,0.8179774675797516,-0.22602845145010542,0.043051249148272255,0.21718769393473705,0.733597019249138,0.9023579159103653,-0.6517163315621901,0.19965942866197922,1,1
2017,06,CA,California,poly_opioid,1.192368850808443,1.6152043095754662,0.04739487486616101,0.011311105510972924,32,254,0.21770363999290643,0.10635368122906194,Multiple opioids,0.7382154961695467,-0.42283545876702333,0.03767135195700432,0.24229317030641603,0.6643796463338183,0.8120513460052752,-0.8977300725675987,0.052059155033552074,1,1
2018,06,CA,California,poly_opioid,1.4560665406557198,1.9353786869638951,0.05754797505374349,0.013604301967608095,39,300,0.23989159021054382,0.11663748097249055,Multiple opioids,0.7523419320794055,-0.4793121463081753,0.03077559730079548,0.2667438415809287,0.6920217613698463,0.8126621027889647,-1.0021300758067955,0.04350578319044485,1,1
2019,06,CA,California,poly_opioid,1.542186820830173,2.526397808807605,0.06165628161422823,0.018445004814016723,41,376,0.248306829576289,0.13581238829361894,Multiple opioids,0.610429131728089,-0.9842109879774321,0.028813930106133402,0.28302170663792725,0.5539538287200675,0.6669044347361105,-1.5389335329877696,-0.42948844296709476,1,1
2000,06,CA,California,single_heroin,0.4979300066854564,0.3709148518000455,0.022652209150718434,0.002127715365542455,11,65,0.15050650866563356,0.046127165158314845,Heroin alone,1.3424375008684817,0.12701515488541087,0.10682929998056408,0.15741640485114913,1.133052072906576,1.5518229288303873,-0.18152099862284143,0.4355513083936632,1,1
2003,06,CA,California,single_heroin,0.4769632339468633,0.706812372835376,0.020734250145643344,0.004178589894354423,11,122,0.14399392398862995,0.06464201338413295,Heroin alone,0.6748088350993723,-0.22984913888851272,0.09950613752165259,0.15783801836058942,0.47977680555693325,0.8698408646418113,-0.5392116548752679,0.07951337709824252,1,1
2004,06,CA,California,single_heroin,0.5170915986483395,0.5961662432415952,0.022380073931081167,0.0035428998625891776,12,103,0.14959971233622466,0.05952226358757853,Heroin alone,0.8673614189168192,-0.07907464459325564,0.0936685803271527,0.1610061296773211,0.6837710014755999,1.0509518363580383,-0.394646658760805,0.23649736957429374,0,0
2007,06,CA,California,single_heroin,0.4794620341739808,0.6016598625014847,0.019343807652622932,0.003864301548214756,12,99,0.13908201771840575,0.06216350656305318,Heroin alone,0.7968988195099979,-0.12219782832750392,0.09482103380228421,0.15234207954743723,0.6110495932575208,0.9827480457624749,-0.42078830424048086,0.17639264758547302,1,1
2009,06,CA,California,single_heroin,0.6645443454134936,0.7978210454543297,0.02625108944140795,0.00542572293073184,17,123,0.1620218795144901,0.0736595067233812,Heroin alone,0.8329491296322724,-0.13327670004083614,0.0679668817978806,0.17797980888892928,0.6997340413084264,0.9661642179561184,-0.4821171254631375,0.21556372538146523,1,1
2010,06,CA,California,single_heroin,0.562055458200059,0.8046947032503655,0.023573245953329137,0.005535733509831071,14,123,0.153535813259738,0.07440251010437128,Heroin alone,0.6984704334821328,-0.24263924505030654,0.08316994936338316,0.17061353833491705,0.5354573327299018,0.8614835342343637,-0.577041780186744,0.09176329008613088,1,1
2011,06,CA,California,single_heroin,0.46206198885084426,0.9283992387593918,0.018112186451848814,0.006502913579959011,12,139,0.13458152344155128,0.08064064471443053,Heroin alone,0.4976975093907788,-0.4663372499085475,0.09237872616973059,0.15689200117216884,0.3166352060981068,0.6787598126834508,-0.7738455722059985,-0.15882892761109663,1,1
2013,06,CA,California,single_heroin,0.79839665743286,1.4416821847943169,0.027981670275173863,0.010094326828594603,23,218,0.1672772258114471,0.10047052716391311,Heroin alone,0.5537951886023801,-0.6432855273614568,0.04875380554151623,0.19513071799121856,0.4582377297410083,0.6493526474637519,-1.0257417346242452,-0.26082932009866844,1,1
2014,06,CA,California,single_heroin,0.7198173475620792,1.7356427098406537,0.025276251519331057,0.011998808084124889,21,267,0.15898506696960898,0.10953907103917254,Heroin alone,0.41472668509532373,-1.0158253622785747,0.052766014511609435,0.19306750012225243,0.31130529665256923,0.5181480735380782,-1.3942376625181894,-0.63741306203896,1,1
2015,06,CA,California,single_heroin,0.49135560067513373,2.0044691452785113,0.019288372451606764,0.014081763347708083,13,305,0.1388825851271741,0.11866660586579564,Heroin alone,0.24513003945833362,-1.5131135446033777,0.08339684629765357,0.18267494573508117,0.08167222071493263,0.4085878582017346,-1.8711564382441368,-1.1550706509626185,1,1
2016,06,CA,California,single_heroin,0.7378203216697323,1.9561663895046277,0.029150518321324457,0.013824003506864245,20,296,0.17073522870610053,0.11757552256683465,Heroin alone,0.3771766684206118,-1.2183460678348954,0.057160841802904004,0.20730297110313856,0.26514141848691997,0.48921191835430367,-1.624659891197047,-0.8120322444727439,1,1
2017,06,CA,California,single_heroin,1.1417426413022687,2.0958788575554115,0.04379798227562461,0.01456428522904361,31,322,0.2092796747790492,0.12068258047060318,Heroin alone,0.5447560278526656,-0.9541362162531428,0.03691388712897064,0.24158283776930062,0.4724048090798832,0.6171072466254481,-1.427638578280972,-0.48063385422531363,1,1
2018,06,CA,California,single_heroin,1.8359072512218684,2.1971272088062377,0.07471304570512191,0.0157862427089871,49,330,0.2733368722019075,0.12564331541704518,Heroin alone,0.8355944270606751,-0.3612199575843693,0.025436545074729276,0.30083099643173244,0.7857387987142057,0.8854500554071445,-0.9508487105905649,0.22840879542182624,1,1
2019,06,CA,California,single_heroin,1.9183884369300537,2.479722132952437,0.07827810728532796,0.017463712753166192,49,384,0.27978224976815086,0.13215034147956708,Heroin alone,0.7736304045671274,-0.5613336960223831,0.024110066581154894,0.3094217510752826,0.7263746740680638,0.820886135066191,-1.167800328129937,0.04513293608517066,1,1
1999,06,CA,California,single_natural,2.0861410198870916,2.265164143784532,0.09832435541643027,0.013090292925248232,45,395,0.3135671465833598,0.11441281801113122,Natural opioid alone,0.9209668207098066,-0.17902312389744024,0.025144226090865664,0.3337883286480797,0.8716841375717099,0.9702495038479033,-0.8332482480476765,0.475202000252796,1,1
2000,06,CA,California,single_natural,0.9866766060269355,1.6764084390018974,0.04461737078456411,0.00973340171151258,22,292,0.21122824334014642,0.0986580037884032,Natural opioid alone,0.5885657594365157,-0.6897318329749619,0.049293888594626085,0.23313252131797635,0.49194973779104856,0.6851817810819828,-1.1466715747581955,-0.23279209119172822,1,1
2001,06,CA,California,single_natural,0.5519911952302714,0.6637942133232486,0.02549994631628756,0.0038167387772110087,12,117,0.15968702613640082,0.06177976025537012,Natural opioid alone,0.8315697608551879,-0.11180301809297721,0.09235241557606184,0.1712211584282111,0.6505590263261066,1.012580495384269,-0.44739648861227094,0.2237904524263165,0,0
2002,06,CA,California,single_natural,2.0036620062861275,2.6183629484981332,0.08746824932960434,0.015057250741875418,46,463,0.2957503158571506,0.12270798972306333,Natural opioid alone,0.7652346315988805,-0.6147009422120058,0.023983475722643824,0.32019603381597306,0.7182270191824986,0.8122422440152623,-1.242285168491313,0.012883284067301437,1,1
2003,06,CA,California,single_natural,1.9621547551819942,2.454383780219096,0.08577779923562208,0.014162427886644267,45,435,0.2928784717858622,0.11900599937248654,Natural opioid alone,0.799449039305026,-0.49222902503710175,0.024630651827458425,0.31613324267192516,0.7511729617232075,0.8477251168868445,-1.111850180674075,0.12739213059987153,1,1
2004,06,CA,California,single_natural,1.6235171476576828,2.466053346443177,0.06954169784450986,0.014497404205233308,38,431,0.26370759914061986,0.12040516685438922,Natural opioid alone,0.6583463208528333,-0.842536198785494,0.028767331709698543,0.28989498451981394,0.6019623507018241,0.7147302910038424,-1.4107303684443293,-0.2743420291266587,1,1
2005,06,CA,California,single_natural,1.946574015194954,2.5389028486790237,0.08266358110768392,0.014987675051364016,46,446,0.2875127494697999,0.12242416040702103,Natural opioid alone,0.7666988975997033,-0.5923288334840697,0.024140964223181287,0.31249200975232616,0.719382607722268,0.8140151874771386,-1.2048131725986289,0.020155505630489512,1,1
2006,06,CA,California,single_natural,1.1635170001394404,2.562695977917397,0.05214134941833781,0.015027598461002174,27,457,0.2283448037909727,0.12258710560659376,Natural opioid alone,0.4540206915550651,-1.3991789777779566,0.040803819265839966,0.2591697279377744,0.37404520579401873,0.5339961773161114,-1.9071516445359944,-0.8912063110199189,1,1
2007,06,CA,California,single_natural,1.5482108638760301,3.096543307127095,0.06614687472409063,0.018590408848322228,37,543,0.2571903472607217,0.13634664956764514,Natural opioid alone,0.4999803685330745,-1.5483324432510648,0.029534996063497198,0.2910966911052285,0.44209177624861995,0.557868960817529,-2.1188819578173126,-0.9777829286848169,1,1
2008,06,CA,California,single_natural,2.125020753579331,3.52263225580125,0.09064039210438309,0.021793640017878844,51,604,0.3010654282782782,0.14762669141411672,Natural opioid alone,0.6032479689243004,-1.397611502221919,0.021828506387106036,0.3353118430987219,0.5604640964055726,0.6460318414430283,-2.054822714695414,-0.7404002897484242,1,1
2009,06,CA,California,single_natural,2.1269416462218,3.853470936342791,0.0868160198185344,0.02397885585946333,53,664,0.2946455834023894,0.1548510763910388,Natural opioid alone,0.5519547652902279,-1.726529290120991,0.02080542802516658,0.3328586421861354,0.5111761263609014,0.5927334042195544,-2.3789322288058163,-1.0741263514361656,1,1
2010,06,CA,California,single_natural,1.9976144599001984,3.660201108292002,0.08278062891553896,0.02293789727927957,50,632,0.28771622984381495,0.15145262387717015,Natural opioid alone,0.5457663119588437,-1.6625866483918035,0.022456772304705237,0.3251438546164121,0.5017510382416215,0.589781585676066,-2.299868603439971,-1.0253046933436358,1,1
2011,06,CA,California,single_natural,1.9097696528622172,3.9159628106164455,0.07896386988403481,0.02482062072703477,48,676,0.2810051065088227,0.15754561475025183,Natural opioid alone,0.4876884039053435,-2.006193157754228,0.0232690111506973,0.32215600353100604,0.4420811420499768,0.5332956657607102,-2.637618924675,-1.3747673908334561,1,1
2012,06,CA,California,single_natural,1.5462392574034,3.2194113824452018,0.06604080727001323,0.02001167220991067,38,564,0.25698406034229676,0.14146261771192653,Natural opioid alone,0.4802863237157977,-1.6731721250418017,0.029553015115246987,0.29334702909680865,0.4223624140899136,0.5382102333416818,-2.2481323020715465,-1.0982119480120567,1,1
2013,06,CA,California,single_natural,1.686368479988425,3.468662166560955,0.06827596493277438,0.022099541577565555,43,601,0.26129669904683905,0.1486591456236903,Natural opioid alone,0.4861725930664486,-1.7822936865725298,0.02584517104551557,0.3006251927406283,0.4355160578172381,0.5368291283156591,-2.3715190643441613,-1.1930683088008984,1,1
2014,06,CA,California,single_natural,2.093324711708944,3.5203005378484202,0.08259706285117903,0.021940729077126825,55,627,0.2873970473946784,0.14812403274663713,Natural opioid alone,0.594643749646548,-1.426975826139476,0.020619616292618163,0.32332304577358206,0.5542293017130164,0.6350581975800795,-2.060688995855697,-0.7932626564232552,1,1
2015,06,CA,California,single_natural,2.0812054707547425,3.308635309675792,0.08659426152558708,0.020447053814001838,53,601,0.29426902916478836,0.14299319499193602,Natural opioid alone,0.629022323695952,-1.2274298389210494,0.021859946943293185,0.3271716909202092,0.5861768276870973,0.6718678197048067,-1.8686863531246596,-0.5861733247174393,1,1
2016,06,CA,California,single_natural,1.8611808824008937,2.913368313781189,0.07463735431439063,0.018115160518995026,49,529,0.27319837904788274,0.13459257230246782,Natural opioid alone,0.6388416025522405,-1.0521874313802955,0.02368089597734971,0.3045529754137786,0.5924270464366351,0.685256158667846,-1.6491112631913016,-0.4552635995692894,1,1
2017,06,CA,California,single_natural,1.5341099567451353,2.7610249001609657,0.06208450344235223,0.01780694895813648,40,486,0.24916762117569013,0.13344268042173194,Natural opioid alone,0.5556306126234856,-1.2269149434158304,0.028715594295337862,0.2826507604810019,0.4993480478046234,0.6119131774423477,-1.7809104339585942,-0.6729194528730666,1,1
2018,06,CA,California,single_natural,1.2355380307600492,2.384584692794527,0.04550482082230324,0.015145892730416806,35,425,0.2133185899594858,0.12306865047775899,Natural opioid alone,0.5181355204088414,-1.1490466620344777,0.03247244890831008,0.2462736558235981,0.4544895205485536,0.5817815202691291,-1.63174302744873,-0.6663502966202255,1,1
2019,06,CA,California,single_natural,1.742941509810146,2.2701941275261412,0.07153407022504821,0.014387272787288198,45,408,0.26745853926365526,0.11994695822440933,Natural opioid alone,0.7677499860813449,-0.5272526177159953,0.026339231290680113,0.29312342624283105,0.7161250927516118,0.819374879411078,-1.1017745331519442,0.047269297719953585,1,1
1999,06,CA,California,single_opioid,3.741052085010959,4.152982961565462,0.17731412107638825,0.02398690224778875,80,724,0.4210868331786073,0.15487705526574538,One opioid alone,0.9008108435871777,-0.41193087655450267,0.014060158545105767,0.4486658258929211,0.8732529328387704,0.928368754335585,-1.291315895304628,0.46745414219562265,1,1
2000,06,CA,California,single_opioid,1.9677020724062717,3.082436024438923,0.08874595852955848,0.017802714120911396,44,540,0.29790259906479244,0.13342681185170915,One opioid alone,0.6383594198891575,-1.1147339520326511,0.024794498140709716,0.32641794167978855,0.5897622035333664,0.6869566362449485,-1.7545131177250366,-0.47495478634026556,1,1
2001,06,CA,California,single_opioid,1.185139809455968,1.5212918164354168,0.054407900533574166,0.008768460893128582,26,267,0.23325501180805133,0.0936400603007526,One opioid alone,0.77903515726056,-0.3361520069794488,0.042525486179436967,0.2513490828045783,0.6956852043488636,0.8623851101722565,-0.8287962092764223,0.15649219531752462,1,1
2002,06,CA,California,single_opioid,3.306832429999163,4.714739621584476,0.1442796218026484,0.027187181521473272,76,831,0.3798415746105847,0.1648853587237911,One opioid alone,0.7013817719350195,-1.4079071915853132,0.01441718856392665,0.41408550243170994,0.6731240823497233,0.7296394615203157,-2.2195147763514647,-0.5962996068191617,1,1
2003,06,CA,California,single_opioid,3.5634137302772197,4.7020046627165515,0.15526440001915973,0.02753805351990166,82,821,0.39403603898521733,0.16594593553293693,One opioid alone,0.7578498929472524,-1.1385909324393317,0.01347311552229866,0.4275540358119209,0.731442586523547,0.7842571993709577,-1.9765968426306966,-0.3005850222479668,1,1
2004,06,CA,California,single_opioid,3.3376497797298623,5.0799523369514406,0.14321552282018643,0.03002927884340564,78,883,0.37843826817618015,0.17328958088530783,One opioid alone,0.6570238376946739,-1.7423025572215782,0.01401973866645594,0.4162268632171548,0.6295451499084203,0.6845025254809275,-2.5581072091272015,-0.9264979053159549,1,1
2005,06,CA,California,single_opioid,3.4443880755609126,4.946910323794223,0.14727389743607508,0.029558027211771472,81,858,0.38376281403501705,0.17192448112985967,One opioid alone,0.6962705709447966,-1.5025222482333107,0.013621545201933307,0.42051388163513287,0.6695723423490073,0.7229687995405859,-2.326729456238171,-0.67831504022845035,1,1
2006,06,CA,California,single_opioid,3.006938295686631,5.303680571055815,0.12991173676799414,0.03186491221910765,71,922,0.3604327076834095,0.1785074570406168,One opioid alone,0.566953129133875,-2.296742275369184,0.015500912912911247,0.40221468022326307,0.536571339824569,0.597334918443181,-3.0850830486067795,-1.5084015021315884,1,1
