year,abbrev,opioid_cat,nhb_modeled,nhw_modeled
2003,FL,Natural and semi-synthetic opioids,0.6599999999999999,3.86
2003,FL,Heroin,0.42000000000000004,1.44
2003,FL,Synthetic opioids,0.17,1.11
2003,GA,All opioids,0.8500000000000001,4.1899999999999995
2003,GA,Natural and semi-synthetic opioids,0.41000000000000003,1.48
2003,GA,Heroin,0.04,0.06
2003,GA,Synthetic opioids,0.12000000000000001,0.5
2003,IL,All opioids,9.729999999999999,4.23
2003,IL,Natural and semi-synthetic opioids,0.32999999999999996,0.74
2003,IL,Heroin,0.47000000000000003,0.39
2003,IL,Synthetic opioids,0.5700000000000001,0.55
2003,IN,All opioids,0.92,1.58
2003,IN,Natural and semi-synthetic opioids,0.53,0.59
2003,IN,Heroin,0.46,0.11
2003,IN,Synthetic opioids,0.24000000000000002,0.36
2003,KS,All opioids,2.48,3.3899999999999997
2003,KS,Natural and semi-synthetic opioids,1.3,2
2003,KS,Heroin,0.69,0.08
2003,KS,Synthetic opioids,0.7799999999999999,0.6799999999999999
2003,KY,All opioids,0.75,6.2700000000000005
2003,KY,Natural and semi-synthetic opioids,0.62,2.46
2003,KY,Heroin,0.33999999999999997,0.03
2003,KY,Synthetic opioids,0.32999999999999996,0.6599999999999999
2003,LA,All opioids,0.51,3.48
2003,LA,Natural and semi-synthetic opioids,0.26,1.37
2003,LA,Heroin,0.1,0.11
2003,LA,Synthetic opioids,0.11,0.27
2003,MA,All opioids,6.92,8.55
2003,MA,Natural and semi-synthetic opioids,0.9400000000000001,1.28
2003,MA,Heroin,0.39,0.23
2003,MA,Synthetic opioids,0.5700000000000001,0.46
2003,MD,All opioids,12.11,9.639999999999999
2003,MD,Natural and semi-synthetic opioids,0.72,0.9
2003,MD,Heroin,0.98,0.6699999999999999
2003,MD,Synthetic opioids,0.19,0.44
2003,MI,All opioids,3.98,2.79
2003,MI,Natural and semi-synthetic opioids,0.92,0.92
2003,MI,Heroin,2.12,0.76
2003,MI,Synthetic opioids,1.03,0.47000000000000003
2003,MN,All opioids,6.41,1.96
2003,MN,Natural and semi-synthetic opioids,2.14,0.8300000000000001
2003,MN,Heroin,0.8200000000000001,0.03
2003,MN,Synthetic opioids,0.9400000000000001,0.28
2003,MO,All opioids,3.75,4.59
2003,MO,Natural and semi-synthetic opioids,1.06,2.4099999999999997
2003,MO,Heroin,2.2600000000000002,0.64
2003,MO,Synthetic opioids,0.55,0.8600000000000001
2003,MS,All opioids,0.14,1.49
2003,MS,Natural and semi-synthetic opioids,0.12000000000000001,0.76
2003,MS,Heroin,0.1,0.07
2003,MS,Synthetic opioids,0.1,0.25
2003,NC,All opioids,1.46,7.54
2003,NC,Natural and semi-synthetic opioids,0.43000000000000005,2.48
2003,NC,Heroin,0.38,0.7
2003,NC,Synthetic opioids,0.27,1.21
2003,NJ,All opioids,7.109999999999999,4.88
2003,NJ,Natural and semi-synthetic opioids,1.1700000000000002,1.48
2003,NJ,Heroin,3.4899999999999998,2.24
2003,NJ,Synthetic opioids,0.23,0.4
2003,NV,All opioids,9.860000000000001,15.43
2003,NV,Natural and semi-synthetic opioids,3.62,7.41
2003,NV,Heroin,2.01,2.23
2003,NV,Synthetic opioids,0.9400000000000001,1.5
2003,NY,All opioids,3.8099999999999996,3.2800000000000002
2003,NY,Natural and semi-synthetic opioids,0.23,0.33999999999999997
2003,NY,Heroin,0.23,0.32
2003,NY,Synthetic opioids,0.18,0.27
2003,OH,All opioids,3.54,3.68
2003,OH,Natural and semi-synthetic opioids,1.2,1.61
2003,OH,Heroin,1.53,0.88
2003,OH,Synthetic opioids,0.38,0.59
2003,OK,All opioids,3.03,7.470000000000001
2003,OK,Natural and semi-synthetic opioids,1.6500000000000001,4.1
2003,OK,Heroin,0.42000000000000004,0.16
2003,OK,Synthetic opioids,0.53,1.25
2003,PA,All opioids,2.42,3.48
2003,PA,Natural and semi-synthetic opioids,0.5700000000000001,1.2
2003,PA,Heroin,1.02,1.1300000000000001
2003,PA,Synthetic opioids,0.28,0.61
2003,SC,All opioids,0.8400000000000001,3.3
2003,SC,Natural and semi-synthetic opioids,0.46,1.8800000000000001
2003,SC,Heroin,0.12000000000000001,0.17
2003,SC,Synthetic opioids,0.16,0.7899999999999999
2003,TN,All opioids,0.7899999999999999,5.51
2003,TN,Natural and semi-synthetic opioids,0.56,2.7
2003,TN,Heroin,0.11,0.13
2003,TN,Synthetic opioids,0.24000000000000002,1.12
2003,TX,All opioids,1.94,5.88
2003,TX,Natural and semi-synthetic opioids,1.07,2.4499999999999997
2003,TX,Heroin,0.6699999999999999,0.9
2003,TX,Synthetic opioids,0.17,0.59
2003,WA,All opioids,9.219999999999999,8.43
2003,WA,Natural and semi-synthetic opioids,2.4699999999999998,2.9699999999999998
2003,WA,Heroin,1.54,1
2003,WA,Synthetic opioids,0.8,0.69
2003,WI,All opioids,6.48,3.38
2003,WI,Natural and semi-synthetic opioids,2.94,1.77
2003,WI,Heroin,1.96,0.39
2003,WI,Synthetic opioids,0.97,0.63
2004,AL,All opioids,0.47000000000000003,2.38
2004,AL,Natural and semi-synthetic opioids,0.25,0.97
2004,AL,Heroin,0.09,0.07
2004,AL,Synthetic opioids,0.12000000000000001,0.37
2004,AR,All opioids,1.04,6.9
2004,AR,Natural and semi-synthetic opioids,0.65,2.67
2004,AR,Heroin,0.26,0.05
2004,AR,Synthetic opioids,0.49,1.01
2004,AZ,All opioids,5.470000000000001,7.930000000000001
2004,AZ,Natural and semi-synthetic opioids,2.4899999999999998,3.4499999999999997
2004,AZ,Heroin,0.93,0.8
2004,AZ,Synthetic opioids,0.71,0.76
2004,CA,All opioids,4.119999999999999,5.819999999999999
2004,CA,Natural and semi-synthetic opioids,2.69,3.4699999999999998
2004,CA,Heroin,1.23,0.9500000000000001
2004,CA,Synthetic opioids,0.16,0.5700000000000001
2004,CO,All opioids,6.52,5.819999999999999
2004,CO,Natural and semi-synthetic opioids,2.42,2.29
2004,CO,Heroin,1.07,0.6699999999999999
2004,CO,Synthetic opioids,0.75,0.75
2004,CT,All opioids,3.77,5.67
2004,CT,Natural and semi-synthetic opioids,0.4,0.8
2004,CT,Heroin,2.3899999999999997,2.9899999999999998
2004,CT,Synthetic opioids,0.4,0.35
2004,DC,All opioids,10.870000000000001,5.18
2004,DC,Natural and semi-synthetic opioids,2.18,1.3800000000000001
2004,DC,Heroin,0.8300000000000001,0.46
2004,DC,Synthetic opioids,0.35,0.7799999999999999
2004,DE,All opioids,3.6,4.74
2004,DE,Natural and semi-synthetic opioids,0.8600000000000001,2.2600000000000002
2004,DE,Heroin,1.1400000000000001,0.8700000000000001
2004,DE,Synthetic opioids,0.8,1.1300000000000001
2004,FL,All opioids,1.42,9.75
2004,FL,Natural and semi-synthetic opioids,0.7,4.430000000000001
2004,FL,Heroin,0.37,1.1900000000000002
2004,FL,Synthetic opioids,0.17,1.1400000000000001
2004,GA,All opioids,0.93,4.58
2004,GA,Natural and semi-synthetic opioids,0.45,1.73
2004,GA,Heroin,0.05,0.08
2004,GA,Synthetic opioids,0.13,0.58
2004,IL,All opioids,9.65,4.67
2004,IL,Natural and semi-synthetic opioids,0.36,0.88
2004,IL,Heroin,0.46,0.46
2004,IL,Synthetic opioids,1.41,0.76
2004,IN,All opioids,1.11,2.01
2004,IN,Natural and semi-synthetic opioids,0.58,0.74
2004,IN,Heroin,0.54,0.16
2004,IN,Synthetic opioids,0.27,0.47000000000000003
2004,KS,All opioids,2.57,4.71
2004,KS,Natural and semi-synthetic opioids,1.36,2.08
2004,KS,Heroin,0.72,0.1
2004,KS,Synthetic opioids,0.7899999999999999,0.73
2004,KY,All opioids,0.92,6.970000000000001
2004,KY,Natural and semi-synthetic opioids,0.72,2.98
2004,KY,Heroin,0.32,0.03
2004,KY,Synthetic opioids,0.32999999999999996,0.75
2004,LA,All opioids,0.59,4.39
2004,LA,Natural and semi-synthetic opioids,0.29000000000000004,1.48
2004,LA,Heroin,0.1,0.13
2004,LA,Synthetic opioids,0.12000000000000001,0.3
2004,MA,All opioids,6.84,8.9
2004,MA,Natural and semi-synthetic opioids,0.99,1.56
2004,MA,Heroin,0.45,0.23
2004,MA,Synthetic opioids,0.58,0.63
2004,MD,All opioids,11.209999999999999,10.16
2004,MD,Natural and semi-synthetic opioids,1.26,1.25
2004,MD,Heroin,1.46,1.81
2004,MD,Synthetic opioids,0.22,0.52
2004,MI,All opioids,4.24,3.58
2004,MI,Natural and semi-synthetic opioids,1.02,1.1700000000000002
2004,MI,Heroin,2.24,0.91
2004,MI,Synthetic opioids,1.04,0.6699999999999999
2004,MN,All opioids,5.56,2.2800000000000002
2004,MN,Natural and semi-synthetic opioids,2.21,0.98
2004,MN,Heroin,0.75,0.04
2004,MN,Synthetic opioids,0.92,0.32
2004,MO,All opioids,4.17,5.23
2004,MO,Natural and semi-synthetic opioids,1.1700000000000002,2.63
2004,MO,Heroin,2.59,0.62
2004,MO,Synthetic opioids,0.98,0.9400000000000001
2004,MS,All opioids,0.17,1.92
2004,MS,Natural and semi-synthetic opioids,0.14,0.9500000000000001
2004,MS,Heroin,0.11,0.06
2004,MS,Synthetic opioids,0.11,0.26
2004,NC,All opioids,1.51,9.29
2004,NC,Natural and semi-synthetic opioids,0.48000000000000004,2.92
2004,NC,Heroin,0.31,0.74
2004,NC,Synthetic opioids,0.28,1.3
2004,NJ,All opioids,7.2700000000000005,4.9
2004,NJ,Natural and semi-synthetic opioids,1.21,1.62
2004,NJ,Heroin,3.1,2.12
2004,NJ,Synthetic opioids,0.24000000000000002,0.41000000000000003
2004,NV,All opioids,11.03,16.82
2004,NV,Natural and semi-synthetic opioids,4.1,8.2
2004,NV,Heroin,1.8800000000000001,2.14
2004,NV,Synthetic opioids,0.88,1.54
2004,NY,All opioids,3.77,3.72
2004,NY,Natural and semi-synthetic opioids,0.37,0.36
2004,NY,Heroin,0.29000000000000004,0.41000000000000003
2004,NY,Synthetic opioids,0.2,0.35
2004,OH,All opioids,3.67,4.2700000000000005
2004,OH,Natural and semi-synthetic opioids,1.31,1.82
2004,OH,Heroin,1.55,1.04
2004,OH,Synthetic opioids,0.43000000000000005,0.6799999999999999
2004,OK,All opioids,3.2,8.719999999999999
2004,OK,Natural and semi-synthetic opioids,1.85,4.85
2004,OK,Heroin,0.41000000000000003,0.14
2004,OK,Synthetic opioids,0.56,1.49
2004,PA,All opioids,2.46,3.7800000000000002
2004,PA,Natural and semi-synthetic opioids,0.64,1.34
2004,PA,Heroin,0.8500000000000001,1.06
2004,PA,Synthetic opioids,0.31,0.8400000000000001
2004,SC,All opioids,0.89,3.7600000000000002
2004,SC,Natural and semi-synthetic opioids,0.51,2.12
2004,SC,Heroin,0.12000000000000001,0.19
2004,SC,Synthetic opioids,0.17,0.8700000000000001
2004,TN,All opioids,0.9500000000000001,7.58
2004,TN,Natural and semi-synthetic opioids,0.65,3.55
2004,TN,Heroin,0.1,0.14
2004,TN,Synthetic opioids,0.26,1.6600000000000001
2004,TX,All opioids,2,5.970000000000001
2004,TX,Natural and semi-synthetic opioids,1.08,2.79
2004,TX,Heroin,0.6799999999999999,0.96
2004,TX,Synthetic opioids,0.18,0.63
2004,WA,All opioids,10.39,9.3
2004,WA,Natural and semi-synthetic opioids,2.82,3.46
2004,WA,Heroin,1.5,1
2004,WA,Synthetic opioids,0.74,0.72
2004,WI,All opioids,7.14,4.14
2004,WI,Natural and semi-synthetic opioids,3.4,2.12
2004,WI,Heroin,1.74,0.49
2004,WI,Synthetic opioids,1.01,0.69
2005,AL,All opioids,0.51,2.8699999999999997
2005,AL,Natural and semi-synthetic opioids,0.28,1.1800000000000002
2005,AL,Heroin,0.09,0.09
2005,AL,Synthetic opioids,0.12000000000000001,0.41000000000000003
2005,AR,All opioids,1.12,6.99
2005,AR,Natural and semi-synthetic opioids,0.7,3.09
2005,AR,Heroin,0.26,0.05
2005,AR,Synthetic opioids,0.48000000000000004,1.22
2005,AZ,All opioids,5.57,8.62
2005,AZ,Natural and semi-synthetic opioids,2.59,3.9099999999999997
2005,AZ,Heroin,1.02,0.93
2005,AZ,Synthetic opioids,0.6699999999999999,0.8500000000000001
2005,CA,All opioids,4.22,6.06
2005,CA,Natural and semi-synthetic opioids,2.66,3.55
2005,CA,Heroin,1.1500000000000001,0.91
2005,CA,Synthetic opioids,0.18,0.6
2005,CO,All opioids,6.56,6.470000000000001
2005,CO,Natural and semi-synthetic opioids,2.53,2.61
2005,CO,Heroin,1.1,0.77
2005,CO,Synthetic opioids,0.7899999999999999,0.8
2005,CT,All opioids,3.56,6.01
2005,CT,Natural and semi-synthetic opioids,0.41000000000000003,0.8700000000000001
2005,CT,Heroin,2.2,3.05
2005,CT,Synthetic opioids,0.4,0.38
2005,DC,All opioids,10.7,5.4
2005,DC,Natural and semi-synthetic opioids,2.3699999999999997,1.44
2005,DC,Heroin,1.09,0.33999999999999997
2005,DC,Synthetic opioids,0.32999999999999996,0.8
2005,DE,All opioids,3.7600000000000002,4.63
2005,DE,Natural and semi-synthetic opioids,0.96,2.74
2005,DE,Heroin,0.98,0.74
2005,DE,Synthetic opioids,0.8700000000000001,1.23
2005,FL,All opioids,1.47,10.48
2005,FL,Natural and semi-synthetic opioids,0.75,5.09
2005,FL,Heroin,0.31,0.98
2005,FL,Synthetic opioids,0.17,1.1600000000000001
2005,GA,All opioids,1.03,5
2005,GA,Natural and semi-synthetic opioids,0.49,2.02
2005,GA,Heroin,0.07,0.1
2005,GA,Synthetic opioids,0.14,0.69
2005,IL,All opioids,9.57,5.1499999999999995
2005,IL,Natural and semi-synthetic opioids,0.39,1.03
2005,IL,Heroin,0.46,0.55
2005,IL,Synthetic opioids,3.4699999999999998,1.06
2005,IN,All opioids,1.35,2.55
2005,IN,Natural and semi-synthetic opioids,0.64,0.93
2005,IN,Heroin,0.64,0.21000000000000002
2005,IN,Synthetic opioids,0.29000000000000004,0.61
2005,KS,All opioids,2.66,4.81
2005,KS,Natural and semi-synthetic opioids,1.41,2.16
2005,KS,Heroin,0.74,0.12000000000000001
2005,KS,Synthetic opioids,0.81,0.7799999999999999
2005,KY,All opioids,1.1400000000000001,7.74
2005,KY,Natural and semi-synthetic opioids,0.8300000000000001,3.6
2005,KY,Heroin,0.29000000000000004,0.03
2005,KY,Synthetic opioids,0.32999999999999996,0.8500000000000001
2005,LA,All opioids,0.6799999999999999,5.54
2005,LA,Natural and semi-synthetic opioids,0.31,1.59
2005,LA,Heroin,0.1,0.16
2005,LA,Synthetic opioids,0.12000000000000001,0.33999999999999997
2005,MA,All opioids,6.76,9.26
2005,MA,Natural and semi-synthetic opioids,1.03,1.9
2005,MA,Heroin,0.52,0.32999999999999996
2005,MA,Synthetic opioids,0.6,0.8700000000000001
2005,MD,All opioids,10.38,10.719999999999999
2005,MD,Natural and semi-synthetic opioids,1.37,1.73
2005,MD,Heroin,2.17,1.94
2005,MD,Synthetic opioids,0.24000000000000002,0.61
2005,MI,All opioids,4.53,4.609999999999999
2005,MI,Natural and semi-synthetic opioids,1.1400000000000001,1.48
2005,MI,Heroin,2.36,1.09
2005,MI,Synthetic opioids,1.04,0.9400000000000001
2005,MN,All opioids,5.99,2.65
2005,MN,Natural and semi-synthetic opioids,2.29,1.1500000000000001
2005,MN,Heroin,0.6799999999999999,0.06
2005,MN,Synthetic opioids,0.9,0.36
2005,MO,All opioids,4.6499999999999995,5.96
2005,MO,Natural and semi-synthetic opioids,1.29,2.86
2005,MO,Heroin,2.96,0.8300000000000001
2005,MO,Synthetic opioids,1.73,1.03
2005,MS,All opioids,0.19,2.48
2005,MS,Natural and semi-synthetic opioids,0.16,1.2
2005,MS,Heroin,0.11,0.06
2005,MS,Synthetic opioids,0.12000000000000001,0.27
2005,NC,All opioids,1.57,11.46
2005,NC,Natural and semi-synthetic opioids,0.53,3.4299999999999997
2005,NC,Heroin,0.26,0.7799999999999999
2005,NC,Synthetic opioids,0.29000000000000004,1.4
2005,NJ,All opioids,7.44,4.92
2005,NJ,Natural and semi-synthetic opioids,1.25,1.78
2005,NJ,Heroin,2.75,2.01
2005,NJ,Synthetic opioids,0.25,0.43000000000000005
2005,NV,All opioids,11.06,18.32
2005,NV,Natural and semi-synthetic opioids,4.6499999999999995,9.06
2005,NV,Heroin,1.76,2.05
2005,NV,Synthetic opioids,0.8200000000000001,1.57
2005,NY,All opioids,3.73,4.22
2005,NY,Natural and semi-synthetic opioids,0.6,0.73
2005,NY,Heroin,0.36,0.53
2005,NY,Synthetic opioids,0.21000000000000002,0.46
2005,OH,All opioids,3.8,4.95
2005,OH,Natural and semi-synthetic opioids,1.43,2.07
2005,OH,Heroin,1.56,1.21
2005,OH,Synthetic opioids,0.48000000000000004,0.77
2005,OK,All opioids,3.3899999999999997,10.16
2005,OK,Natural and semi-synthetic opioids,2.07,5.75
2005,OK,Heroin,0.4,0.12000000000000001
2005,OK,Synthetic opioids,0.58,1.76
2005,PA,All opioids,2.5,4.119999999999999
2005,PA,Natural and semi-synthetic opioids,0.72,1.49
2005,PA,Heroin,0.7,1
2005,PA,Synthetic opioids,0.32999999999999996,0.8400000000000001
2005,SC,All opioids,0.9500000000000001,4.2700000000000005
2005,SC,Natural and semi-synthetic opioids,0.56,2.3899999999999997
2005,SC,Heroin,0.13,0.21000000000000002
2005,SC,Synthetic opioids,0.19,0.9500000000000001
2005,TN,All opioids,1.1400000000000001,8.219999999999999
2005,TN,Natural and semi-synthetic opioids,0.75,4.04
2005,TN,Heroin,0.12000000000000001,0.15000000000000002
2005,TN,Synthetic opioids,0.27,1.62
2005,TX,All opioids,2.07,6.07
2005,TX,Natural and semi-synthetic opioids,1.1,3.18
2005,TX,Heroin,0.69,1.03
2005,TX,Synthetic opioids,0.19,0.6699999999999999
2005,WA,All opioids,11.69,10.26
2005,WA,Natural and semi-synthetic opioids,3.22,4.05
2005,WA,Heroin,1.47,0.99
2005,WA,Synthetic opioids,0.6799999999999999,0.76
2005,WI,All opioids,7.88,5.08
2005,WI,Natural and semi-synthetic opioids,3.94,2.54
2005,WI,Heroin,2.02,0.62
2005,WI,Synthetic opioids,1.06,0.76
2006,AL,All opioids,0.55,3.4699999999999998
2006,AL,Natural and semi-synthetic opioids,0.32,1.43
2006,AL,Heroin,0.09,0.1
2006,AL,Synthetic opioids,0.11,0.44
2006,AR,All opioids,1.2,7.08
2006,AR,Natural and semi-synthetic opioids,0.76,3.57
2006,AR,Heroin,0.26,0.06
2006,AR,Synthetic opioids,0.47000000000000003,1.48
2006,AZ,All opioids,5.659999999999999,9.38
2006,AZ,Natural and semi-synthetic opioids,2.71,4.430000000000001
2006,AZ,Heroin,1.1300000000000001,1.08
2006,AZ,Synthetic opioids,0.64,0.9500000000000001
2006,CA,All opioids,4.31,6.3
2006,CA,Natural and semi-synthetic opioids,2.64,3.64
2006,CA,Heroin,1.07,0.8700000000000001
2006,CA,Synthetic opioids,0.2,0.63
2006,CO,All opioids,6.609999999999999,7.1899999999999995
2006,CO,Natural and semi-synthetic opioids,2.63,2.9699999999999998
2006,CO,Heroin,1.1400000000000001,0.9
2006,CO,Synthetic opioids,0.8400000000000001,0.8600000000000001
2006,CT,All opioids,3.36,6.37
2006,CT,Natural and semi-synthetic opioids,0.42000000000000004,0.9500000000000001
2006,CT,Heroin,2.03,3.11
2006,CT,Synthetic opioids,0.4,0.41000000000000003
2006,DC,All opioids,10.54,5.63
2006,DC,Natural and semi-synthetic opioids,2.57,1.5
2006,DC,Heroin,1.43,0.46
2006,DC,Synthetic opioids,0.32,0.81
2006,DE,All opioids,3.92,5.91
2006,DE,Natural and semi-synthetic opioids,1.07,3.32
2006,DE,Heroin,0.8500000000000001,0.96
2006,DE,Synthetic opioids,0.9400000000000001,1.34
2006,FL,All opioids,1.51,11.26
2006,FL,Natural and semi-synthetic opioids,0.8,5.84
2006,FL,Heroin,0.27,0.81
2006,FL,Synthetic opioids,0.16,1.1800000000000002
2006,GA,All opioids,1.1300000000000001,5.470000000000001
2006,GA,Natural and semi-synthetic opioids,0.54,2.36
2006,GA,Heroin,0.08,0.13
2006,GA,Synthetic opioids,0.15000000000000002,0.81
2006,IL,All opioids,9.49,5.68
2006,IL,Natural and semi-synthetic opioids,0.43000000000000005,1.21
2006,IL,Heroin,0.45,0.6599999999999999
2006,IL,Synthetic opioids,8.55,1.48
2006,IN,All opioids,1.6400000000000001,3.24
2006,IN,Natural and semi-synthetic opioids,0.71,1.1700000000000002
2006,IN,Heroin,0.75,0.29000000000000004
2006,IN,Synthetic opioids,0.32,0.7799999999999999
2006,KS,All opioids,2.7600000000000002,4.92
2006,KS,Natural and semi-synthetic opioids,1.47,2.25
2006,KS,Heroin,0.77,0.14
2006,KS,Synthetic opioids,0.8300000000000001,0.8300000000000001
2006,KY,All opioids,1.41,8.6
2006,KY,Natural and semi-synthetic opioids,0.96,4.359999999999999
2006,KY,Heroin,0.27,0.06
2006,KY,Synthetic opioids,0.32999999999999996,0.96
2006,LA,All opioids,0.8,6.98
2006,LA,Natural and semi-synthetic opioids,0.33999999999999997,1.72
2006,LA,Heroin,0.11,0.2
2006,LA,Synthetic opioids,0.13,0.37
2006,MA,All opioids,6.68,9.639999999999999
2006,MA,Natural and semi-synthetic opioids,1.08,2.32
2006,MA,Heroin,0.6,0.47000000000000003
2006,MA,Synthetic opioids,0.62,1.2
2006,MD,All opioids,9.61,11.31
2006,MD,Natural and semi-synthetic opioids,1.48,2.4
2006,MD,Heroin,3.22,2.09
2006,MD,Synthetic opioids,0.27,0.71
2006,MI,All opioids,4.83,5.92
2006,MI,Natural and semi-synthetic opioids,1.27,1.87
2006,MI,Heroin,2.4899999999999998,1.31
2006,MI,Synthetic opioids,1.05,1.34
2006,MN,All opioids,6.470000000000001,3.07
2006,MN,Natural and semi-synthetic opioids,2.3699999999999997,1.35
2006,MN,Heroin,0.62,0.09
2006,MN,Synthetic opioids,0.88,0.4
2006,MO,All opioids,5.17,6.79
2006,MO,Natural and semi-synthetic opioids,1.42,3.12
2006,MO,Heroin,3.38,1.1
2006,MO,Synthetic opioids,3.07,1.12
2006,MS,All opioids,0.23,3.2
2006,MS,Natural and semi-synthetic opioids,0.18,1.51
2006,MS,Heroin,0.11,0.06
2006,MS,Synthetic opioids,0.13,0.53
2006,NC,All opioids,1.62,11.58
2006,NC,Natural and semi-synthetic opioids,0.59,4.04
2006,NC,Heroin,0.21000000000000002,0.8200000000000001
2006,NC,Synthetic opioids,0.29000000000000004,1.5
2006,NJ,All opioids,5.67,4.94
2006,NJ,Natural and semi-synthetic opioids,1.29,1.96
2006,NJ,Heroin,2.4299999999999997,1.91
2006,NJ,Synthetic opioids,0.25,0.44
2006,NV,All opioids,11.09,19.97
2006,NV,Natural and semi-synthetic opioids,5.26,10.02
2006,NV,Heroin,1.6500000000000001,1.96
2006,NV,Synthetic opioids,0.77,1.61
2006,NY,All opioids,3.69,4.79
2006,NY,Natural and semi-synthetic opioids,0.96,1.5
2006,NY,Heroin,0.45,0.69
2006,NY,Synthetic opioids,0.23,0.59
2006,OH,All opioids,3.94,5.74
2006,OH,Natural and semi-synthetic opioids,1.56,2.36
2006,OH,Heroin,1.58,1.42
2006,OH,Synthetic opioids,0.53,0.88
2006,OK,All opioids,3.59,11.850000000000001
2006,OK,Natural and semi-synthetic opioids,2.3099999999999996,6.81
2006,OK,Heroin,0.39,0.15000000000000002
2006,OK,Synthetic opioids,0.61,2.1
2006,PA,All opioids,2.54,4.48
2006,PA,Natural and semi-synthetic opioids,0.8200000000000001,1.6600000000000001
2006,PA,Heroin,0.58,0.9400000000000001
2006,PA,Synthetic opioids,0.36,0.8400000000000001
2006,SC,All opioids,1,4.859999999999999
2006,SC,Natural and semi-synthetic opioids,0.61,2.69
2006,SC,Heroin,0.14,0.23
2006,SC,Synthetic opioids,0.21000000000000002,1.04
2006,TN,All opioids,1.36,8.92
2006,TN,Natural and semi-synthetic opioids,0.8700000000000001,4.59
2006,TN,Heroin,0.14,0.16
2006,TN,Synthetic opioids,0.29000000000000004,1.59
2006,TX,All opioids,2.13,6.17
2006,TX,Natural and semi-synthetic opioids,1.11,3.63
2006,TX,Heroin,0.69,1.1
2006,TX,Synthetic opioids,0.2,0.72
2006,WA,All opioids,13.17,11.31
2006,WA,Natural and semi-synthetic opioids,3.67,4.72
2006,WA,Heroin,1.43,0.98
2006,WA,Synthetic opioids,0.62,0.8
2006,WI,All opioids,8.68,5.57
2006,WI,Natural and semi-synthetic opioids,4.56,3.05
2006,WI,Heroin,2.3499999999999996,0.77
2006,WI,Synthetic opioids,1.1,0.8400000000000001
2007,AL,All opioids,0.59,4.2
2007,AL,Natural and semi-synthetic opioids,0.36,1.74
2007,AL,Heroin,0.09,0.13
2007,AL,Synthetic opioids,0.11,0.48000000000000004
2007,AR,All opioids,1.29,7.18
2007,AR,Natural and semi-synthetic opioids,0.8200000000000001,4.14
2007,AR,Heroin,0.25,0.06
2007,AR,Synthetic opioids,0.46,1.8
2007,AZ,All opioids,5.76,10.2
2007,AZ,Natural and semi-synthetic opioids,2.82,5.03
2007,AZ,Heroin,1.24,1.26
2007,AZ,Synthetic opioids,0.6,1.06
2007,CA,All opioids,4.41,6.56
2007,CA,Natural and semi-synthetic opioids,2.62,3.72
2007,CA,Heroin,1,0.97
2007,CA,Synthetic opioids,0.23,0.6599999999999999
2007,CO,All opioids,6.6499999999999995,7.46
2007,CO,Natural and semi-synthetic opioids,2.74,3.38
2007,CO,Heroin,1.1700000000000002,1.04
2007,CO,Synthetic opioids,0.89,0.93
2007,CT,All opioids,3.17,6.76
2007,CT,Natural and semi-synthetic opioids,0.43000000000000005,1.03
2007,CT,Heroin,1.8800000000000001,3.17
2007,CT,Synthetic opioids,0.41000000000000003,0.45
2007,DC,All opioids,10.38,5.859999999999999
2007,DC,Natural and semi-synthetic opioids,2.79,1.57
2007,DC,Heroin,1.87,0.62
2007,DC,Synthetic opioids,0.3,0.8300000000000001
2007,DE,All opioids,4.1,7.56
2007,DE,Natural and semi-synthetic opioids,1.2,4.02
2007,DE,Heroin,0.73,1.25
2007,DE,Synthetic opioids,1.02,1.46
2007,FL,All opioids,1.56,12.11
2007,FL,Natural and semi-synthetic opioids,0.8500000000000001,6.7
2007,FL,Heroin,0.23,0.6699999999999999
2007,FL,Synthetic opioids,0.16,1.21
2007,GA,All opioids,1.25,5.98
2007,GA,Natural and semi-synthetic opioids,0.6,2.75
2007,GA,Heroin,0.11,0.16
2007,GA,Synthetic opioids,0.15000000000000002,0.96
2007,IL,All opioids,9.42,6.26
2007,IL,Natural and semi-synthetic opioids,0.47000000000000003,1.43
2007,IL,Heroin,0.44,0.7899999999999999
2007,IL,Synthetic opioids,1.94,1.34
2007,IN,All opioids,2,4.109999999999999
2007,IN,Natural and semi-synthetic opioids,0.7799999999999999,1.47
2007,IN,Heroin,0.88,0.39
2007,IN,Synthetic opioids,0.36,1.01
2007,KS,All opioids,2.86,5.03
2007,KS,Natural and semi-synthetic opioids,1.52,2.34
2007,KS,Heroin,0.8,0.17
2007,KS,Synthetic opioids,0.8500000000000001,0.89
2007,KY,All opioids,1.74,9.55
2007,KY,Natural and semi-synthetic opioids,1.12,5.2700000000000005
2007,KY,Heroin,0.26,0.11
2007,KY,Synthetic opioids,0.32999999999999996,1.1
2007,LA,All opioids,0.92,6.06
2007,LA,Natural and semi-synthetic opioids,0.37,1.85
2007,LA,Heroin,0.11,0.24000000000000002
2007,LA,Synthetic opioids,0.14,0.42000000000000004
2007,MA,All opioids,6.609999999999999,10.04
2007,MA,Natural and semi-synthetic opioids,1.1400000000000001,2.44
2007,MA,Heroin,0.7,0.6699999999999999
2007,MA,Synthetic opioids,0.63,1.1600000000000001
2007,MD,All opioids,8.9,11.92
2007,MD,Natural and semi-synthetic opioids,1.61,3.32
